,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,orgunitlevel6,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Malaria Confirmed cases  W25 2019,Malaria Confirmed cases  W24 2019,Malaria Confirmed cases  W23 2019,Malaria Confirmed cases  W22 2019,Malaria Confirmed cases  W21 2019,Malaria Confirmed cases  W26 2018,Malaria Confirmed cases  W25 2018,Malaria Confirmed cases  W24 2018,Malaria Confirmed cases  W23 2018,Malaria Confirmed cases  W22 2018,Malaria Confirmed cases  W26 2017,Malaria Confirmed cases  W25 2017,Malaria Confirmed cases  W24 2017,Malaria Confirmed cases  W23 2017,Malaria Confirmed cases  W22 2017,Malaria Deaths W25 2019,Malaria Deaths W24 2019,Malaria Deaths W23 2019,Malaria Deaths W22 2019,Malaria Deaths W21 2019,Malaria Deaths W26 2018,Malaria Deaths W25 2018,Malaria Deaths W24 2018,Malaria Deaths W23 2018,Malaria Deaths W22 2018,Malaria Deaths W26 2017,Malaria Deaths W25 2017,Malaria Deaths W24 2017,Malaria Deaths W23 2017,Malaria Deaths W22 2017,Malaria Confirmed cases  W25 2019,Malaria Confirmed cases  W24 2019,Malaria Confirmed cases  W23 2019,Malaria Confirmed cases  W22 2019,Malaria Confirmed cases  W21 2019,Malaria Confirmed cases  W26 2018,Malaria Confirmed cases  W25 2018,Malaria Confirmed cases  W24 2018,Malaria Confirmed cases  W23 2018,Malaria Confirmed cases  W22 2018,Malaria Confirmed cases  W26 2017,Malaria Confirmed cases  W25 2017,Malaria Confirmed cases  W24 2017,Malaria Confirmed cases  W23 2017,Malaria Confirmed cases  W22 2017
243,Rwanda,South,Gisagara District,Kibilizi Sub District,Kansi,Kansi CS,GcMWyAgltlT,Kansi CS,58,,,,,,,1.0,1.0,1.0,7.0,5.0,21.0,25.0,17.0,15.0,22.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,1.0,7.0,5.0,21.0,25.0,17.0,15.0,22.0
244,Rwanda,Kigali City,Nyarugenge District,Muhima Sub District,Kanyinya,Kanyinya CS,kqeP6JafWpC,Kanyinya CS,1337,,,,,,,75.0,59.0,100.0,114.0,109.0,49.0,71.0,43.0,53.0,41.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,75.0,59.0,100.0,114.0,109.0,49.0,71.0,43.0,53.0,41.0
245,Rwanda,South,Huye District,Kabutare Sub District,Karama (Huye),Karama (huye) CS,rtDQKWYjVZc,Karama (huye) CS,86,,,,,,,10.0,4.0,6.0,4.0,17.0,35.0,34.0,76.0,47.0,79.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,4.0,6.0,4.0,17.0,35.0,34.0,76.0,47.0,79.0
246,Rwanda,South,Kamonyi District,Remera Rukoma Sub District,Karama (Kamonyi District),Karama (Kamonyi) CS,k5DoKHFibW9,Karama (Kamonyi) CS,1666,,,,,,,55.0,68.0,52.0,77.0,83.0,84.0,118.0,107.0,116.0,122.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,55.0,68.0,52.0,77.0,83.0,84.0,118.0,107.0,116.0,122.0
247,Rwanda,East,Kayonza District,Rwinkwavu Sub District,Murama,Karama (kayonza) CS,CLKhRHTaExT,Karama (kayonza) CS,408,,,,,,,106.0,140.0,147.0,118.0,118.0,231.0,222.0,196.0,108.0,202.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,106.0,140.0,147.0,118.0,118.0,231.0,222.0,196.0,108.0,202.0
248,Rwanda,West,Nyamasheke District,Kibogora Sub District,Karambi,Karambi (nyamasheke) CS,rcxHfloUczM,Karambi (nyamasheke) CS,258,,,,,,,50.0,71.0,34.0,37.0,35.0,59.0,108.0,83.0,64.0,58.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,50.0,71.0,34.0,37.0,35.0,59.0,108.0,83.0,64.0,58.0
249,Rwanda,South,Ruhango District,Gitwe Sub District,Kabagali,Karambi (ruhango) CS,ZYRm47asMtV,Karambi (ruhango) CS,117,,,,,,,33.0,42.0,42.0,40.0,35.0,101.0,105.0,97.0,46.0,85.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33.0,42.0,42.0,40.0,35.0,101.0,105.0,97.0,46.0,85.0
250,Rwanda,North,Gakenke District,Nemba Sub District,Karambo ,Karambo (gakenke) CS,eoNeJzh8Gb5,Karambo (gakenke) CS,293,,,,,,,0.0,2.0,3.0,8.0,1.0,0.0,2.0,3.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,2.0,3.0,8.0,1.0,0.0,2.0,3.0,1.0,1.0
251,Rwanda,West,Rubavu District,Gisenyi Sub District,Kanama,Karambo (rubavu) CS,AgMPhoqMXS6,Karambo (rubavu) CS,200,,,,,,,1.0,10.0,1.0,1.0,1.0,5.0,4.0,8.0,3.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,10.0,1.0,1.0,1.0,5.0,4.0,8.0,3.0,6.0
252,Rwanda,South,Kamonyi District,Remera Rukoma Sub District,Ngamba,Karangara CS,ZHZWhQAMcfb,Karangara CS,146,,,,,,,7.0,9.0,10.0,14.0,21.0,20.0,16.0,21.0,19.0,9.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7.0,9.0,10.0,14.0,21.0,20.0,16.0,21.0,19.0,9.0
253,Rwanda,East,Nyagatare District,Nyagatare Sub District,NYAGATARE,Karangazi CS,I7GoAFV3VXF,Karangazi CS,371,,,,,,,50.0,38.0,37.0,37.0,66.0,74.0,65.0,48.0,49.0,30.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,50.0,38.0,37.0,37.0,66.0,74.0,65.0,48.0,49.0,30.0
254,Rwanda,West,Nyabihu District,Shyira Sub District,Jenda,Kareba CS,q2xEJs34WRN,Kareba CS,213,,,,,,,2.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0
255,Rwanda,East,Rwamagana District,Rwamagana Sub District,Karenge,Karenge CS,nhwQRYSaIkJ,Karenge CS,355,,,,,,,65.0,207.0,105.0,150.0,193.0,60.0,77.0,55.0,106.0,155.0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,65.0,207.0,105.0,150.0,193.0,60.0,77.0,55.0,106.0,155.0
256,Rwanda,West,Nyamasheke District,Kibogora Sub District,Kirimbi,Karengera CS,NJDkBCeYx9s,Karengera CS,259,,,,,,,209.0,219.0,231.0,233.0,217.0,358.0,263.0,122.0,134.0,144.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,209.0,219.0,231.0,233.0,217.0,358.0,263.0,122.0,134.0,144.0
257,Rwanda,West,Karongi District,Kibuye Sub District,Rugabano,Karongi (gisunzu) Police CS,I61dQKlZ8G0,Karongi (gisunzu) Police CS,159,,,,,,,2.0,1.0,4.0,4.0,1.0,2.0,7.0,3.0,5.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,1.0,4.0,4.0,1.0,2.0,7.0,3.0,5.0,3.0
258,Rwanda,West,Karongi District,Mugonero Sub District,Mubuga,Karora CS,hls3zLeUGFu,Karora CS,160,,,,,,,37.0,92.0,47.0,62.0,70.0,113.0,115.0,83.0,74.0,61.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37.0,92.0,47.0,62.0,70.0,113.0,115.0,83.0,74.0,61.0
259,Rwanda,East,Gatsibo District,Kiziguro Sub District,Gitoki,Karubungo HP,hN2HWUJtssl,Karubungo HP,1499,from IDSR,,,,,,,3.0,1.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,3.0,1.0,0.0,0.0,,,,,
260,Rwanda,West,Rutsiro District,Murunda Sub District,Murunda,Karumbi CS,IvMLhJBzzeq,Karumbi CS,182,,,,,,,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
261,Rwanda,North,Musanze District,Ruhengeri Sub District,Cyuve,Karwasa CS,endCLHEgCrz,Karwasa CS,312,,,,,,,5.0,4.0,3.0,0.0,5.0,12.0,15.0,22.0,12.0,14.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5.0,4.0,3.0,0.0,5.0,12.0,15.0,22.0,12.0,14.0
262,Rwanda,East,Nyagatare District,Nyagatare Sub District,KATABAGEMU,Katabagemu CS,Q6Xg9uUj13V,Katabagemu CS,372,,,,,,,2.0,0.0,1.0,0.0,3.0,12.0,3.0,10.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,0.0,1.0,0.0,3.0,12.0,3.0,10.0,0.0,1.0
263,Rwanda,Kigali City,Gasabo District,Kibagabaga Sub District,Rutunga,Kayanga CS,T9qtZXKlh5o,Kayanga CS,21,,,,,,,112.0,101.0,52.0,73.0,53.0,84.0,79.0,62.0,38.0,58.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,112.0,101.0,52.0,73.0,53.0,84.0,79.0,62.0,38.0,58.0
264,Rwanda,South,Kamonyi District,Remera Rukoma Sub District,Kayenzi,Kayenzi CS,NKQShbA52bc,Kayenzi CS,147,,,,,,,33.0,43.0,27.0,40.0,24.0,125.0,118.0,126.0,134.0,152.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33.0,43.0,27.0,40.0,24.0,125.0,118.0,126.0,134.0,152.0
265,Rwanda,East,Kayonza District,Gahini Sub District,Mukarange (Kayonza District),Kayonza DISP,dVA714TCewL,Kayonza DISP,531,,,,,,,,3.0,2.0,,,1.0,1.0,2.0,2.0,1.0,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,3.0,2.0,,,1.0,1.0,2.0,2.0,1.0
266,Rwanda,West,Rutsiro District,Murunda Sub District,Ruhango (Rutsiro  District),Kayove CS,jaQ4DmKUghP,Kayove CS,183,,,,,,,5.0,5.0,9.0,11.0,8.0,6.0,11.0,7.0,10.0,17.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5.0,5.0,9.0,11.0,8.0,6.0,11.0,7.0,10.0,17.0
267,Rwanda,East,Ngoma District,Kibungo Sub District,Kazo,Kazo PS,zwNMKRCB6Xc,Kazo PS,1661,,,,,,,186.0,204.0,197.0,307.0,305.0,206.0,189.0,224.0,343.0,310.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,186.0,204.0,197.0,307.0,305.0,206.0,189.0,224.0,343.0,310.0
268,Rwanda,Kigali City,Gasabo District,Kibagabaga Sub District,Kimironko,Kibagabaga DH,cTBc6Cl0jM8,Kibagabaga DH,22,,,,,,,11.0,20.0,16.0,16.0,16.0,22.0,14.0,3.0,24.0,20.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11.0,20.0,16.0,16.0,16.0,22.0,14.0,3.0,24.0,20.0
269,Rwanda,South,Gisagara District,Kibilizi Sub District,Mukindo,Kibayi CS,lyWS8M7Qz9x,Kibayi CS,59,,,,,,,20.0,29.0,24.0,33.0,21.0,213.0,282.0,208.0,172.0,191.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.0,29.0,24.0,33.0,21.0,213.0,282.0,208.0,172.0,191.0
270,Rwanda,South,Nyaruguru District,Munini Sub District,Kibeho,Kibeho CS,KQVrxBO7TSl,Kibeho CS,70,,,,,,,13.0,17.0,13.0,17.0,25.0,61.0,66.0,64.0,64.0,25.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,13.0,17.0,13.0,17.0,25.0,61.0,66.0,64.0,64.0,25.0
271,Rwanda,South,Gisagara District,Kibilizi Sub District,Kibirizi,Kibilizi (gisagara) CS,F9WDNLYa0h5,Kibilizi (gisagara) CS,60,,,,,,,14.0,26.0,24.0,32.0,23.0,66.0,62.0,2.0,30.0,38.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14.0,26.0,24.0,32.0,23.0,66.0,62.0,2.0,30.0,38.0
272,Rwanda,South,Nyanza District,Nyanza Sub District,Kibilizi,Kibilizi (nyanza) CS,uho7GYtsuMr,Kibilizi (nyanza) CS,41,,,,,,,36.0,88.0,38.0,43.0,59.0,56.0,91.0,138.0,196.0,200.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36.0,88.0,38.0,43.0,59.0,56.0,91.0,138.0,196.0,200.0
273,Rwanda,South,Gisagara District,Kibilizi Sub District,Kibirizi,Kibilizi DH,pqoSSPimMON,Kibilizi DH,61,,,,,,,3.0,1.0,0.0,2.0,1.0,5.0,9.0,5.0,2.0,9.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,3.0,1.0,0.0,2.0,1.0,5.0,9.0,5.0,2.0,9.0
274,Rwanda,West,Nyamasheke District,Kibogora Sub District,Gihombo,Kibingo (nyamasheke) CS,UatEHyBfTkd,Kibingo (nyamasheke) CS,260,,,,,,,186.0,220.0,291.0,320.0,253.0,365.0,360.0,369.0,289.0,270.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,186.0,220.0,291.0,320.0,253.0,365.0,360.0,369.0,289.0,270.0
275,Rwanda,West,Rutsiro District,Murunda Sub District,Gihango,Kibingo (rutsiro) CS,ylVMafhZQsz,Kibingo (rutsiro) CS,184,,,,,,,72.0,79.0,62.0,81.0,85.0,134.0,181.0,209.0,182.0,172.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,72.0,79.0,62.0,81.0,85.0,134.0,181.0,209.0,182.0,172.0
276,Rwanda,South,Nyamagabe District,Kigeme Sub District,Kibirizi (Nyamagabe District),Kibirizi (Nyamagabe) CS,vkoCrWtCfeF,Kibirizi (Nyamagabe) CS,1280,Health Center,,,,,,17.0,18.0,17.0,21.0,22.0,98.0,139.0,84.0,163.0,165.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,17.0,18.0,17.0,21.0,22.0,98.0,139.0,84.0,163.0,165.0
277,Rwanda,West,Nyamasheke District,Kibogora Sub District,Kanjongo,Kibogora CS,TlW7l2DqCoe,Kibogora CS,261,,,,,,,156.0,200.0,195.0,105.0,165.0,285.0,109.0,213.0,181.0,164.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,156.0,200.0,195.0,105.0,165.0,285.0,109.0,213.0,181.0,164.0
278,Rwanda,West,Nyamasheke District,Kibogora Sub District,Kanjongo,Kibogora DH,NwtKLrglMpV,Kibogora DH,262,,,,,,,23.0,28.0,30.0,23.0,23.0,40.0,25.0,26.0,34.0,28.0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,23.0,28.0,30.0,23.0,23.0,40.0,25.0,26.0,34.0,28.0
279,Rwanda,East,Gatsibo District,Kiziguro Sub District,Kabarore,Kibondo CS,NcOuLT16U6k,Kibondo CS,393,,,,,,,16.0,9.0,5.0,24.0,11.0,37.0,40.0,40.0,23.0,20.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16.0,9.0,5.0,24.0,11.0,37.0,40.0,40.0,23.0,20.0
280,Rwanda,South,Nyamagabe District,Kaduha Sub District,Kibumbwe,Kibumbwe CS,WKL5mJUTH0u,Kibumbwe CS,545,,,,,,,0.0,6.0,,,1.0,31.0,22.0,34.0,38.0,23.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,6.0,,,1.0,31.0,22.0,34.0,38.0,23.0
281,Rwanda,East,Ngoma District,Kibungo Sub District,Kibungo,Kibungo CS,BWR94FpzUF2,Kibungo CS,435,,,,,,,229.0,272.0,245.0,328.0,433.0,179.0,231.0,458.0,505.0,547.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,229.0,272.0,245.0,328.0,433.0,179.0,231.0,458.0,505.0,547.0
282,Rwanda,East,Ngoma District,Kibungo Sub District,Kibungo,Kibungo Medical Center Clin,p1DramOOioW,Kibungo Medical Center Clin,1442,,,,,,,7.0,8.0,3.0,6.0,6.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.0,8.0,3.0,6.0,6.0,,,,,
283,Rwanda,East,Ngoma District,Kibungo Sub District,Kibungo,Kibungo RH,dq7zzwAkIXC,Kibungo RH,436,,,,,,,42.0,40.0,38.0,41.0,64.0,50.0,41.0,72.0,39.0,49.0,,,,,,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,,,,,,42.0,40.0,38.0,41.0,64.0,50.0,41.0,72.0,39.0,49.0
284,Rwanda,West,Karongi District,Kibuye Sub District,Bwishyura,Kibuye CS,oqew0kmDqIg,Kibuye CS,161,,,,,,,101.0,101.0,97.0,91.0,129.0,160.0,113.0,211.0,174.0,134.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,101.0,101.0,97.0,91.0,129.0,160.0,113.0,211.0,174.0,134.0
285,Rwanda,West,Karongi District,Kibuye Sub District,Bwishyura,Kibuye RH,AFN3KYxAF3k,Kibuye RH,162,,,,,,,3.0,6.0,12.0,10.0,13.0,22.0,41.0,33.0,32.0,18.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,3.0,6.0,12.0,10.0,13.0,22.0,41.0,33.0,32.0,18.0
286,Rwanda,Kigali City,Kicukiro District,Masaka Sub District,Niboye,Kicukiro CS,bVJHpGUoRsl,Kicukiro CS,35,,,,,,,40.0,35.0,39.0,58.0,58.0,55.0,95.0,94.0,96.0,94.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40.0,35.0,39.0,58.0,58.0,55.0,95.0,94.0,96.0,94.0
287,Rwanda,East,Kirehe District,Kirehe Sub District,Kigarama (Kirehe  District),Kigarama CS,ssNnKuvDbxb,Kigarama CS,1460,Health Center,,,,,,9.0,11.0,7.0,13.0,7.0,27.0,28.0,29.0,19.0,15.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.0,11.0,7.0,13.0,7.0,27.0,28.0,29.0,19.0,15.0
288,Rwanda,South,Gisagara District,Kibilizi Sub District,Nyanza,Kigembe CS,NUfKga3Otrc,Kigembe CS,62,,,,,,,38.0,34.0,18.0,26.0,19.0,257.0,387.0,317.0,249.0,241.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38.0,34.0,18.0,26.0,19.0,257.0,387.0,317.0,249.0,241.0
289,Rwanda,South,Nyamagabe District,Kigeme Sub District,Gasaka,Kigeme CS,E058d6cA6ec,Kigeme CS,102,,,,,,,11.0,6.0,7.0,5.0,6.0,19.0,21.0,44.0,26.0,38.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11.0,6.0,7.0,5.0,6.0,19.0,21.0,44.0,26.0,38.0
290,Rwanda,South,Nyamagabe District,Kigeme Sub District,Gasaka,Kigeme DH,fikL4K3T8H8,Kigeme DH,103,,,,,,,1.0,2.0,1.0,0.0,1.0,6.0,2.0,6.0,9.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,2.0,1.0,0.0,1.0,6.0,2.0,6.0,9.0,6.0
291,Rwanda,South,Kamonyi District,Remera Rukoma Sub District,Rugarika,Kigese CS,VXFkQMLaa0a,Kigese CS,148,,,,,,,117.0,216.0,197.0,225.0,357.0,387.0,330.0,404.0,423.0,367.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,117.0,216.0,197.0,225.0,357.0,387.0,330.0,404.0,423.0,367.0
292,Rwanda,North,Gicumbi District,Byumba Sub District,Nyankenke,Kigogo CS,PE7UObVipj1,Kigogo CS,339,,,,,,,3.0,3.0,7.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,3.0,7.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0
293,Rwanda,South,Ruhango District,Ruhango Sub District,Ruhango,Kigoma CS,oyCnY8ItZ63,Kigoma CS,118,,,,,,,,96.0,106.0,133.0,168.0,,74.0,,111.0,174.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,96.0,106.0,133.0,168.0,,74.0,,111.0,174.0
294,Rwanda,West,Rubavu District,Gisenyi Sub District,Nyamyumba,Kigufi CS,cbQ7xglzZf1,Kigufi CS,201,,,,,,,10.0,9.0,12.0,18.0,23.0,64.0,120.0,32.0,54.0,12.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,9.0,12.0,18.0,23.0,64.0,120.0,32.0,54.0,12.0
295,Rwanda,North,Musanze District,Ruhengeri Sub District,Kimonyi,Kimonyi CS,c3I7R9Ms6Ri,Kimonyi CS,622,,,,,,,3.0,2.0,1.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,2.0,1.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0
296,Rwanda,South,Ruhango District,Ruhango Sub District,Kinazi (Ruhango  District),Kinazi CS,dMn6feRc2sq,Kinazi CS,119,,,,,,,130.0,247.0,290.0,179.0,338.0,148.0,284.0,451.0,403.0,224.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,130.0,247.0,290.0,179.0,338.0,148.0,284.0,451.0,403.0,224.0
297,Rwanda,Kigali City,Nyarugenge District,Muhima Sub District,Gitega,King Power DISP,xSnNhUD3IG8,King Power DISP,1176,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.0,1.0
298,Rwanda,North,Musanze District,Ruhengeri Sub District,Kinigi,Kinigi CS,eU4vFNj8hVc,Kinigi CS,313,,,,,,,4.0,2.0,6.0,0.0,3.0,6.0,2.0,7.0,8.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,2.0,6.0,0.0,3.0,6.0,2.0,7.0,8.0,6.0
299,Rwanda,North,Rulindo District,Kinihira Sub District,KINIHIRA (Rulindo),Kinihira (rulindo) CS,D4jOZCTuFA2,Kinihira (rulindo) CS,273,,,,,,,2.0,3.0,0.0,2.0,1.0,7.0,10.0,7.0,6.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,3.0,0.0,2.0,1.0,7.0,10.0,7.0,6.0,6.0
300,Rwanda,West,Rutsiro District,Murunda Sub District,Kigeyo,Kinihira (rutsiro) CS,Hj0OLMFSrBc,Kinihira (rutsiro) CS,185,,,,,,,3.0,2.0,0.0,4.0,1.0,2.0,5.0,3.0,3.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,2.0,0.0,4.0,1.0,2.0,5.0,3.0,3.0,1.0
301,Rwanda,North,Rulindo District,Kinihira Sub District,KINIHIRA (Rulindo),Kinihira PH,NnbtaJkS3Dg,Kinihira PH,1313,,,,,,,,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,2.0,,,,,,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,2.0
302,Rwanda,North,Rulindo District,Rutongo Sub District,RUSIGA,Kinini CS,LL08eESySZG,Kinini CS,1231,,,,,,,4.0,7.0,4.0,5.0,5.0,7.0,4.0,6.0,3.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,7.0,4.0,5.0,5.0,7.0,4.0,6.0,3.0,4.0
303,Rwanda,North,Burera District,Butaro Sub District,Kinoni,Kinoni CS,gfqCWnMcAzy,Kinoni CS,324,,,,,,,2.0,0.0,2.0,2.0,1.0,0.0,4.0,5.0,9.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,0.0,2.0,2.0,1.0,0.0,4.0,5.0,9.0,3.0
304,Rwanda,West,Nyabihu District,Shyira Sub District,Kintobo,Kintobo CS,iZT7CxqIaa0,Kintobo CS,637,,,,,,,4.0,1.0,3.0,1.0,1.0,5.0,2.0,7.0,6.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,1.0,3.0,1.0,1.0,5.0,2.0,7.0,6.0,4.0
305,Rwanda,West,Rutsiro District,Murunda Sub District,Boneza,Kinunu CS,hV87OCHgO4v,Kinunu CS,186,,,,,,,14.0,37.0,45.0,34.0,32.0,183.0,172.0,139.0,118.0,95.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14.0,37.0,45.0,34.0,32.0,183.0,172.0,139.0,118.0,95.0
306,Rwanda,North,Burera District,Butaro Sub District,Kinyababa,Kinyababa CS,wpDisVc1xzX,Kinyababa CS,325,,,,,,,1.0,3.0,4.0,8.0,5.0,8.0,11.0,6.0,5.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,3.0,4.0,8.0,5.0,8.0,11.0,6.0,5.0,5.0
307,Rwanda,South,Huye District,Kabutare Sub District,Kigoma (Huye District),Kinyamakara CS,uAIewYJZEq2,Kinyamakara CS,87,,,,,,,76.0,80.0,67.0,57.0,70.0,56.0,56.0,80.0,66.0,145.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,76.0,80.0,67.0,57.0,70.0,56.0,56.0,80.0,66.0,145.0
