,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,orgunitlevel6,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Malaria Confirmed cases  W25 2019,Malaria Confirmed cases  W24 2019,Malaria Confirmed cases  W23 2019,Malaria Confirmed cases  W22 2019,Malaria Confirmed cases  W21 2019,Malaria Confirmed cases  W26 2018,Malaria Confirmed cases  W25 2018,Malaria Confirmed cases  W24 2018,Malaria Confirmed cases  W23 2018,Malaria Confirmed cases  W22 2018,Malaria Confirmed cases  W26 2017,Malaria Confirmed cases  W25 2017,Malaria Confirmed cases  W24 2017,Malaria Confirmed cases  W23 2017,Malaria Confirmed cases  W22 2017,Malaria Deaths W25 2019,Malaria Deaths W24 2019,Malaria Deaths W23 2019,Malaria Deaths W22 2019,Malaria Deaths W21 2019,Malaria Deaths W26 2018,Malaria Deaths W25 2018,Malaria Deaths W24 2018,Malaria Deaths W23 2018,Malaria Deaths W22 2018,Malaria Deaths W26 2017,Malaria Deaths W25 2017,Malaria Deaths W24 2017,Malaria Deaths W23 2017,Malaria Deaths W22 2017,Malaria Confirmed cases  W25 2019,Malaria Confirmed cases  W24 2019,Malaria Confirmed cases  W23 2019,Malaria Confirmed cases  W22 2019,Malaria Confirmed cases  W21 2019,Malaria Confirmed cases  W26 2018,Malaria Confirmed cases  W25 2018,Malaria Confirmed cases  W24 2018,Malaria Confirmed cases  W23 2018,Malaria Confirmed cases  W22 2018,Malaria Confirmed cases  W26 2017,Malaria Confirmed cases  W25 2017,Malaria Confirmed cases  W24 2017,Malaria Confirmed cases  W23 2017,Malaria Confirmed cases  W22 2017
112,Rwanda,South,Muhanga District,Kabgayi Sub District,Rongi,Gasagara (ex-birehe) CS,KFBuPrSmoF4,Gasagara (ex-birehe) CS,127,,,,,,,43.0,68.0,83.0,57.0,96.0,124.0,159.0,112.0,102.0,87.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,43.0,68.0,83.0,57.0,96.0,124.0,159.0,112.0,102.0,87.0
113,Rwanda,East,Gatsibo District,Kiziguro Sub District,Gasange,Gasange CS,lbsiMSSE1xk,Gasange CS,388,,,,,,,14.0,13.0,10.0,14.0,20.0,29.0,47.0,38.0,31.0,33.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14.0,13.0,10.0,14.0,20.0,29.0,47.0,38.0,31.0,33.0
114,Rwanda,East,Kayonza District,Gahini Sub District,Mwiri,Gasarabwayi DISP,se13smbjMqo,Gasarabwayi DISP,1487,from IDSR,,,,,,,,,,,,,286.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,286.0,,
115,Rwanda,East,Ngoma District,Kibungo Sub District,Remera (Ngoma  District),Gasetsa CS,fCsvqWnqPWC,Gasetsa CS,625,,,,,,,,317.0,326.0,319.0,336.0,207.0,282.0,341.0,367.0,366.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,317.0,326.0,319.0,336.0,207.0,282.0,341.0,367.0,366.0
116,Rwanda,North,Musanze District,Ruhengeri Sub District,Gashaki,Gashaki CS,GGiFqVIpTxQ,Gashaki CS,602,,,,,,,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0
117,Rwanda,East,Ngoma District,Kibungo Sub District,Gashanda,Gashanda CS,OyE32xKceMf,Gashanda CS,1660,,,,,,,164.0,145.0,146.0,191.0,224.0,126.0,112.0,183.0,288.0,233.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,164.0,145.0,146.0,191.0,224.0,126.0,112.0,183.0,288.0,233.0
118,Rwanda,East,Kirehe District,Kirehe Sub District,Gahara,Gashongora CS,dkZysFZ864Y,Gashongora CS,421,,,,,,,40.0,36.0,35.0,36.0,42.0,67.0,96.0,104.0,147.0,85.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,40.0,36.0,35.0,36.0,42.0,67.0,96.0,104.0,147.0,85.0
119,Rwanda,West,Ngororero District,Kabaya Sub District,MATYAZO,Gashonyi CS,O0OOwmTBFGZ,Gashonyi CS,472,,,,,,,,13.0,6.0,9.0,15.0,16.0,25.0,18.0,16.0,16.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,13.0,6.0,9.0,15.0,16.0,25.0,18.0,16.0,16.0
120,Rwanda,East,Bugesera District,Nyamata Sub District,Gashora,Gashora CS,BPZcHDS6OO0,Gashora CS,447,,,,,,,24.0,43.0,30.0,20.0,62.0,80.0,110.0,56.0,99.0,140.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24.0,43.0,30.0,20.0,62.0,80.0,110.0,56.0,99.0,140.0
121,Rwanda,West,Ngororero District,Muhororo Sub District,BWIRA,Gashubi CS,SzE03mXGpBa,Gashubi CS,223,,,,,,,3.0,1.0,0.0,0.0,5.0,3.0,3.0,6.0,5.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,1.0,0.0,0.0,5.0,3.0,3.0,6.0,5.0,1.0
122,Rwanda,North,Musanze District,Ruhengeri Sub District,Cyuve,Gasiza (musanze) CS,i4eCFCebiRk,Gasiza (musanze) CS,310,,,,,,,5.0,3.0,5.0,12.0,4.0,13.0,8.0,10.0,17.0,20.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5.0,3.0,5.0,12.0,4.0,13.0,8.0,10.0,17.0,20.0
123,Rwanda,West,Ngororero District,Kabaya Sub District,MUHANDA,Gasiza FOSACOM,aU9e35jq8tu,Gasiza FOSACOM,473,,,,,,,0.0,0.0,2.0,2.0,0.0,3.0,4.0,4.0,5.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,2.0,2.0,0.0,3.0,4.0,4.0,5.0,0.0
124,Rwanda,South,Muhanga District,Kabgayi Sub District,Rugendabari,Gasovu CS,LJjbHYz1b5l,Gasovu CS,129,,,,,,,14.0,15.0,18.0,21.0,24.0,21.0,23.0,23.0,31.0,33.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14.0,15.0,18.0,21.0,24.0,21.0,23.0,23.0,31.0,33.0
125,Rwanda,South,Nyanza District,Nyanza Sub District,Mukingo,Gatagara (Nyanza) CS,XNpPZhiJsXZ,Gatagara (Nyanza) CS,39,,,,,,,87.0,115.0,98.0,121.0,130.0,68.0,69.0,98.0,102.0,177.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,87.0,115.0,98.0,121.0,130.0,68.0,69.0,98.0,102.0,177.0
126,Rwanda,North,Musanze District,Ruhengeri Sub District,Gataraga,Gataraga (MUSANZE) CS,ugY1922BR55,Gataraga (MUSANZE) CS,1103,,,,,,,3.0,11.0,4.0,4.0,4.0,25.0,17.0,43.0,28.0,10.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,11.0,4.0,4.0,4.0,25.0,17.0,43.0,28.0,10.0
127,Rwanda,West,Nyamasheke District,Kibogora Sub District,Macuba,Gatare (macuba) CS,onpoMlG8USF,Gatare (macuba) CS,254,,,,,,,165.0,184.0,168.0,230.0,222.0,154.0,149.0,253.0,274.0,240.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,165.0,184.0,168.0,230.0,222.0,154.0,149.0,253.0,274.0,240.0
128,Rwanda,West,Karongi District,Mugonero Sub District,Twumba,Gatare (twumba) CS,MkDNY7wx2ok,Gatare (twumba) CS,157,,,,,,,8.0,17.0,23.0,11.0,8.0,48.0,64.0,55.0,49.0,21.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8.0,17.0,23.0,11.0,8.0,48.0,64.0,55.0,49.0,21.0
129,Rwanda,North,Burera District,Butaro Sub District,Gatebe,Gatebe CS,MEwf62B8cxv,Gatebe CS,1560,,,,,,,4.0,5.0,1.0,0.0,5.0,5.0,10.0,8.0,8.0,7.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,5.0,1.0,0.0,5.0,5.0,10.0,8.0,8.0,7.0
130,Rwanda,Kigali City,Kicukiro District,Masaka Sub District,Gatenga,Gatenga CS,SC9eM9ygRlX,Gatenga CS,1306,,,,,,,,20.0,7.0,13.0,5.0,6.0,5.0,13.0,8.0,5.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,20.0,7.0,13.0,5.0,6.0,5.0,13.0,8.0,5.0
131,Rwanda,Kigali City,Kicukiro District,Masaka Sub District,Gatenga,Gatenga DISP,WUaf83QFSbq,Gatenga DISP,1151,,,,,,,,,,,,2.0,3.0,4.0,3.0,4.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.0,3.0,4.0,3.0,4.0
132,Rwanda,North,Gakenke District,Nemba Sub District,Mugunga ,Gatonde CS,bJU4zRNz3ki,Gatonde CS,291,,,,,,,2.0,3.0,2.0,4.0,4.0,11.0,12.0,8.0,8.0,26.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,3.0,2.0,4.0,4.0,11.0,12.0,8.0,8.0,26.0
133,Rwanda,East,Gatsibo District,Ngarama Sub District,Gatsibo,Gatsibo CS,Kgj6DfDFwGe,Gatsibo CS,606,,,,,,,2.0,1.0,1.0,10.0,9.0,2.0,3.0,1.0,2.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,1.0,1.0,10.0,9.0,2.0,3.0,1.0,2.0,1.0
134,Rwanda,West,Ngororero District,Muhororo Sub District,GATUMBA,Gatumba Fosacom,gClemqW8SvE,Gatumba Fosacom,630,,,,,,,23.0,9.0,5.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.0,9.0,5.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0
135,Rwanda,North,Gicumbi District,Byumba Sub District,Miyove,Gicumbi Prison,K51Y0OPfCdx,Gicumbi Prison,1102,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Rwanda,South,Kamonyi District,Remera Rukoma Sub District,Runda,Gihara CS,gCwAtxRPHGq,Gihara CS,143,,,,,,,36.0,26.0,31.0,46.0,79.0,40.0,58.0,60.0,6.0,71.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36.0,26.0,31.0,46.0,79.0,40.0,58.0,60.0,6.0,71.0
137,Rwanda,West,Rusizi District,Gihundwe Sub District,Giheke,Giheke CS,bQpRXmDAljM,Giheke CS,651,,,,,,,7.0,11.0,10.0,7.0,7.0,17.0,15.0,22.0,15.0,21.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7.0,11.0,10.0,7.0,7.0,17.0,15.0,22.0,15.0,21.0
138,Rwanda,East,Bugesera District,Nyamata Sub District,Shyara,Gihinga CS,i95svNqPM7N,Gihinga CS,448,,,,,,,28.0,9.0,16.0,19.0,27.0,63.0,67.0,89.0,78.0,87.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28.0,9.0,16.0,19.0,27.0,63.0,67.0,89.0,78.0,87.0
139,Rwanda,Kigali City,Gasabo District,Kibagabaga Sub District,Jali,Gihogwe CS,Ko31kixQW69,Gihogwe CS,513,,,,,,,12.0,20.0,26.0,36.0,26.0,43.0,33.0,42.0,48.0,25.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12.0,20.0,26.0,36.0,26.0,43.0,33.0,42.0,48.0,25.0
140,Rwanda,West,Rusizi District,Gihundwe Sub District,Kamembe,Gihundwe CS,RHmp1yicPZW,Gihundwe CS,240,,,,,,,24.0,28.0,39.0,25.0,22.0,27.0,35.0,30.0,22.0,25.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24.0,28.0,39.0,25.0,22.0,27.0,35.0,30.0,22.0,25.0
141,Rwanda,West,Rusizi District,Gihundwe Sub District,Kamembe,Gihundwe DH,KkEbGoiJWOw,Gihundwe DH,241,,,,,,,9.0,5.0,9.0,14.0,12.0,2.0,6.0,7.0,10.0,8.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,9.0,5.0,9.0,14.0,12.0,2.0,6.0,7.0,10.0,8.0
142,Rwanda,South,Muhanga District,Kabgayi Sub District,Nyarusange,Gikomero (Kabgayi) CS,M4ACU97DxsB,Gikomero (Kabgayi) CS,1322,Health Center,,,,,,24.0,19.0,26.0,59.0,29.0,48.0,59.0,59.0,67.0,86.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24.0,19.0,26.0,59.0,29.0,48.0,59.0,59.0,67.0,86.0
143,Rwanda,Kigali City,Gasabo District,Kibagabaga Sub District,Gikomero,Gikomero II CS,FUGwbKm5DjV,Gikomero II CS,654,,,,,,,210.0,322.0,319.0,289.0,160.0,114.0,54.0,46.0,72.0,57.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,210.0,322.0,319.0,289.0,160.0,114.0,54.0,46.0,72.0,57.0
144,Rwanda,Kigali City,Kicukiro District,Masaka Sub District,Gikondo,Gikondo (0103) CS,MlK6MIWLBOc,Gikondo (0103) CS,32,,,,,,,39.0,45.0,41.0,39.0,43.0,33.0,27.0,39.0,43.0,58.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39.0,45.0,41.0,39.0,43.0,33.0,27.0,39.0,43.0,58.0
145,Rwanda,South,Gisagara District,Gakoma Sub District,Gikonko,Gikonko (Gisagara) CS,T7qrPlTXQRe,Gikonko (Gisagara) CS,55,,,,,,,49.0,43.0,37.0,54.0,117.0,110.0,129.0,106.0,90.0,84.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,49.0,43.0,37.0,54.0,117.0,110.0,129.0,106.0,90.0,84.0
146,Rwanda,South,Gisagara District,Kibilizi Sub District,Kansi,Gikore CS,f0h0G1cDc9P,Gikore CS,56,,,,,,,14.0,17.0,33.0,22.0,37.0,204.0,240.0,166.0,145.0,140.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14.0,17.0,33.0,22.0,37.0,204.0,240.0,166.0,145.0,140.0
147,Rwanda,West,Rusizi District,Mibilizi Sub District,Gikundamvura,Gikundamvura CS,WpU2I02OsQg,Gikundamvura CS,1340,Health Center,,,,,,338.0,280.0,380.0,262.0,321.0,229.0,244.0,242.0,170.0,227.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,338.0,280.0,380.0,262.0,321.0,229.0,244.0,242.0,170.0,227.0
148,Rwanda,Kigali City,Kicukiro District,Masaka Sub District,Gatenga,Giraneza DISP,sAxWmDE9GdQ,Giraneza DISP,1156,,,,,,,,,3.0,0.0,1.0,0.0,8.0,0.0,3.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,0.0,1.0,0.0,8.0,0.0,3.0,0.0
149,Rwanda,East,Nyagatare District,Nyagatare Sub District,RWIMIYAGA,Girimpuhwe (Nyagatare) DISP,X5B6RtUxpx5,Girimpuhwe (Nyagatare) DISP,1379,,,,,,,,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,3.0
150,Rwanda,North,Musanze District,Ruhengeri Sub District,Muhoza,Girimpundu (Musanze) DISP,OSw0cKuxb0D,Girimpundu (Musanze) DISP,1434,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4.0
151,Rwanda,South,Gisagara District,Kibilizi Sub District,Ndora,Gisagara CS,lJZh1yVIxcS,Gisagara CS,57,,,,,,,8.0,8.0,9.0,13.0,3.0,54.0,40.0,31.0,40.0,28.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8.0,8.0,9.0,13.0,3.0,54.0,40.0,31.0,40.0,28.0
152,Rwanda,West,Nyamasheke District,Bushenge Sub District,Bushekeri,Gisakura CS,lKWdtos0ojO,Gisakura CS,255,,,,,,,112.0,107.0,144.0,139.0,166.0,83.0,34.0,45.0,55.0,63.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,112.0,107.0,144.0,139.0,166.0,83.0,34.0,45.0,55.0,63.0
153,Rwanda,West,Rubavu District,Gisenyi Sub District,Gisenyi,Gisenyi CS,oCPFGcEBpkU,Gisenyi CS,198,,,,,,,33.0,78.0,39.0,64.0,57.0,27.0,25.0,24.0,36.0,22.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33.0,78.0,39.0,64.0,57.0,27.0,25.0,24.0,36.0,22.0
154,Rwanda,West,Rubavu District,Gisenyi Sub District,Gisenyi,Gisenyi DH,Sbzd3FNR8zA,Gisenyi DH,199,,,,,,,8.0,18.0,29.0,20.0,19.0,9.0,23.0,15.0,16.0,9.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8.0,18.0,29.0,20.0,19.0,9.0,23.0,15.0,16.0,9.0
155,Rwanda,East,Rwamagana District,Rwamagana Sub District,Gishali,Gishari(Police) CS,krktxG6dx95,Gishari(Police) CS,354,,,,,,,55.0,93.0,81.0,73.0,94.0,52.0,50.0,68.0,76.0,63.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,55.0,93.0,81.0,73.0,94.0,52.0,50.0,68.0,76.0,63.0
156,Rwanda,South,Gisagara District,Gakoma Sub District,Gishubi,Gishubi CS,aMUlYkjPC7T,Gishubi CS,612,,,,,,,,75.0,69.0,53.0,59.0,386.0,533.0,395.0,314.0,240.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,75.0,69.0,53.0,59.0,386.0,533.0,395.0,314.0,240.0
157,Rwanda,South,Ruhango District,Gitwe Sub District,Mwendo,Gishweru CS,UtLrV6zAqqt,Gishweru CS,114,,,,,,,49.0,52.0,52.0,53.0,53.0,114.0,163.0,89.0,103.0,89.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,49.0,52.0,52.0,53.0,53.0,114.0,163.0,89.0,103.0,89.0
158,Rwanda,North,Gicumbi District,Byumba Sub District,Rukomo,Gisiza CS,H2ZW2XgzYeM,Gisiza CS,337,,,,,,,6.0,0.0,3.0,1.0,3.0,4.0,2.0,6.0,8.0,9.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6.0,0.0,3.0,1.0,3.0,4.0,2.0,6.0,8.0,9.0
159,Rwanda,West,Karongi District,Mugonero Sub District,Twumba,Gisovu CS,ueEKzJwO9kf,Gisovu CS,158,,,,,,,3.0,4.0,3.0,4.0,2.0,15.0,10.0,13.0,16.0,10.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,4.0,3.0,4.0,2.0,15.0,10.0,13.0,16.0,10.0
160,Rwanda,South,Muhanga District,Kabgayi Sub District,Shyogwe,Gitarama CS,QuOUZM1dsaE,Gitarama CS,130,,,,,,,60.0,56.0,30.0,60.0,99.0,121.0,16.0,120.0,211.0,157.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,60.0,56.0,30.0,60.0,99.0,121.0,16.0,120.0,211.0,157.0
161,Rwanda,North,Burera District,Butaro Sub District,Kagogo,Gitare CS,monLersuVzZ,Gitare CS,323,,,,,,,8.0,2.0,4.0,5.0,11.0,4.0,10.0,7.0,3.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8.0,2.0,4.0,5.0,11.0,4.0,10.0,7.0,3.0,6.0
162,Rwanda,South,Muhanga District,Kabgayi Sub District,Kibangu,Gitega (kibangu) CS,k2cHBuruIC1,Gitega (kibangu) CS,131,,,,,,,7.0,4.0,4.0,7.0,4.0,10.0,20.0,19.0,16.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7.0,4.0,4.0,7.0,4.0,10.0,20.0,19.0,16.0,2.0
163,Rwanda,Kigali City,Nyarugenge District,Muhima Sub District,Nyarugenge,Gitega (Nyarugenge) CS,zMvFjs53B4d,Gitega (Nyarugenge) CS,5,,,,,,,19.0,17.0,10.0,28.0,20.0,37.0,58.0,58.0,56.0,76.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19.0,17.0,10.0,28.0,20.0,37.0,58.0,58.0,56.0,76.0
164,Rwanda,North,Gicumbi District,Byumba Sub District,Bukure,Giti CS,lhgJhvIkKtx,Giti CS,338,,,,,,,,87.0,0.0,50.0,56.0,,19.0,12.0,37.0,21.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,87.0,0.0,50.0,56.0,,19.0,12.0,37.0,21.0
165,Rwanda,East,Gatsibo District,Kiziguro Sub District,Gitoki,Gitoki CS,Hdce5jhpOEl,Gitoki CS,561,,,,,,,,17.0,20.0,12.0,12.0,7.0,8.0,17.0,23.0,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,17.0,20.0,12.0,12.0,7.0,8.0,17.0,23.0,4.0
166,Rwanda,East,Ngoma District,Kibungo Sub District,Rukira,Gituku CS,L1ejzhqcmOo,Gituku CS,433,,,,,,,77.0,79.0,68.0,121.0,63.0,104.0,135.0,276.0,272.0,220.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,77.0,79.0,68.0,121.0,63.0,104.0,135.0,276.0,272.0,220.0
167,Rwanda,East,Gatsibo District,Ngarama Sub District,Kageyo (Gatsibo District),Gituza CS,NmuoNa57zTJ,Gituza CS,389,,,,,,,3.0,2.0,1.0,3.0,7.0,24.0,19.0,15.0,21.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,2.0,1.0,3.0,7.0,24.0,19.0,15.0,21.0,6.0
168,Rwanda,South,Ruhango District,Gitwe Sub District,Bweramana,Gitwe CS,AQMvblDyFJi,Gitwe CS,115,,,,,,,80.0,62.0,76.0,68.0,65.0,215.0,123.0,132.0,159.0,243.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,80.0,62.0,76.0,68.0,65.0,215.0,123.0,132.0,159.0,243.0
169,Rwanda,South,Ruhango District,Gitwe Sub District,Bweramana,Gitwe DH,g1XQTUV3KzC,Gitwe DH,116,,,,,,,9.0,12.0,11.0,6.0,5.0,27.0,23.0,27.0,37.0,25.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.0,12.0,11.0,6.0,5.0,27.0,23.0,27.0,37.0,25.0
170,Rwanda,West,Nyamasheke District,Kibogora Sub District,Macuba,Hanika (nyamasheke) CS,J0j1xb37YYJ,Hanika (nyamasheke) CS,256,,,,,,,400.0,384.0,400.0,406.0,357.0,215.0,267.0,285.0,231.0,217.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,400.0,384.0,400.0,406.0,357.0,215.0,267.0,285.0,231.0,217.0
171,Rwanda,South,Nyanza District,Nyanza Sub District,Busasamana,Hanika I (NYANZA) CS,oGMUMam2KTm,Hanika I (NYANZA) CS,40,,,,,,,17.0,17.0,24.0,50.0,20.0,46.0,28.0,74.0,41.0,90.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17.0,17.0,24.0,50.0,20.0,46.0,28.0,74.0,41.0,90.0
172,Rwanda,West,Ngororero District,Kabaya Sub District,HINDIRO,Hindiro CS,cTnANskmGfG,Hindiro CS,474,,,,,,,,16.0,13.0,12.0,3.0,14.0,15.0,22.0,10.0,5.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16.0,13.0,12.0,3.0,14.0,15.0,22.0,10.0,5.0
173,Rwanda,Kigali City,Nyarugenge District,Muhima Sub District,Kimisagara,Hirwa (Nyarugenge) DISP,WEMgrflhQlQ,Hirwa (Nyarugenge) DISP,1162,,,,,,,3.0,8.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,8.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0
174,Rwanda,Kigali City,Nyarugenge District,Muhima Sub District,Rwezamenyo,Hope (Ex Amitie) DISP,GvemWLl7RfD,Hope (Ex Amitie) DISP,1143,,,,,,,3.0,,5.0,,3.0,5.0,5.0,5.0,8.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,3.0,,5.0,,3.0,5.0,5.0,5.0,8.0,
175,Rwanda,Kigali City,Gasabo District,Kibagabaga Sub District,Remera,Hopital Croix du Sud,RSBNUFEZQUF,Hopital Croix du Sud,466,,,,,,,11.0,16.0,22.0,23.0,34.0,21.0,27.0,13.0,0.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11.0,16.0,22.0,23.0,34.0,21.0,27.0,13.0,0.0,6.0
176,Rwanda,West,Rubavu District,Gisenyi Sub District,Gisenyi,Horanubuzima (Rubavu) CLIN,wZufYsMX25z,Horanubuzima (Rubavu) CLIN,1439,1378,,,,,,,0.0,4.0,0.0,2.0,5.0,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,4.0,0.0,2.0,5.0,,0.0,,
